ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,OWN_CAR_AGE
58097,N,Y,
58098,Y,Y,10.0
58099,N,N,
58100,Y,Y,7.0
58101,N,Y,
58102,Y,N,17.0
58103,Y,Y,10.0
58104,N,N,
58105,Y,Y,13.0
58106,N,Y,
58107,Y,Y,9.0
58108,N,N,
58109,Y,Y,2.0
58110,N,N,
58111,N,Y,
58112,N,Y,
58113,N,Y,
58114,Y,Y,28.0
58115,Y,N,5.0
58116,Y,N,3.0
58117,Y,N,3.0
58118,Y,Y,7.0
58119,N,N,
58120,N,N,
58121,N,Y,
58122,N,N,
58123,Y,Y,4.0
58124,Y,Y,14.0
58125,Y,N,8.0
58126,Y,Y,2.0
58127,Y,N,13.0
58128,Y,N,3.0
58129,Y,N,0.0
58130,Y,Y,4.0
58131,N,Y,
58132,Y,Y,8.0
58133,N,Y,
58134,N,N,
58135,N,N,
58136,Y,N,64.0
58137,Y,Y,30.0
58138,N,N,
58139,N,Y,
58140,Y,N,13.0
58141,N,Y,
58142,N,N,
58143,N,Y,
58144,N,Y,
58145,N,Y,
58146,N,Y,
58147,N,Y,
58148,Y,Y,14.0
58149,N,Y,
58150,N,Y,
58151,N,N,
58152,Y,Y,2.0
58153,Y,Y,2.0
58154,Y,N,21.0
58155,Y,Y,9.0
58156,Y,Y,13.0
58157,Y,Y,14.0
58158,N,Y,
58159,Y,Y,1.0
58160,N,Y,
58161,N,N,
58162,Y,Y,64.0
58163,N,N,
58164,N,N,
58165,N,Y,
58166,N,Y,
58167,N,Y,
58168,N,Y,
58169,N,N,
58170,N,N,
58171,N,N,
58172,N,Y,
58173,N,Y,
58174,N,Y,
58175,N,Y,
58176,N,Y,
58177,Y,Y,4.0
58178,N,Y,
58179,N,Y,
58180,N,N,
58181,N,N,
58182,N,Y,
58183,N,Y,
58184,N,Y,
58185,N,Y,
58186,Y,Y,35.0
58187,N,Y,
58188,Y,Y,7.0
58189,N,Y,
58190,N,N,
58191,N,Y,
58192,N,Y,
58193,N,N,
58194,N,N,
58195,Y,Y,17.0
58196,Y,Y,16.0
58197,N,Y,
58198,Y,Y,5.0
58199,N,N,
58200,N,N,
58201,N,Y,
58202,N,Y,
58203,N,Y,
58204,N,Y,
58205,N,Y,
58206,N,Y,
58207,N,N,
58208,N,Y,
58209,N,Y,
58210,N,N,
58211,Y,Y,19.0
58212,N,Y,
58213,Y,Y,10.0
58214,N,Y,
58215,Y,Y,19.0
58216,N,N,
58217,N,N,
58218,N,Y,
58219,N,Y,
58220,N,Y,
58221,N,Y,
58222,Y,Y,0.0
58223,Y,N,29.0
58224,N,Y,
58225,N,N,
58226,Y,N,64.0
58227,N,N,
58228,N,Y,
58229,N,N,
58230,N,N,
58231,N,Y,
58232,N,Y,
58233,N,Y,
58234,N,Y,
58235,N,Y,
58236,Y,Y,14.0
58237,Y,N,16.0
58238,Y,N,16.0
58239,N,N,
58240,Y,N,3.0
58241,N,Y,
58242,N,Y,
58243,Y,Y,1.0
58244,N,Y,
58245,N,Y,
58246,N,N,
58247,N,N,
58248,N,N,
58249,N,N,
58250,Y,Y,10.0
58251,N,Y,
58252,N,N,
58253,Y,Y,9.0
58254,N,N,
58255,N,Y,
58256,N,N,
58257,Y,Y,6.0
58258,Y,N,8.0
58259,N,N,
58260,Y,N,4.0
58261,N,N,
58262,N,Y,
58263,Y,N,8.0
58264,N,Y,
58265,N,Y,
58266,N,N,
58267,Y,N,16.0
58268,N,Y,
58269,N,Y,
58270,Y,Y,2.0
58271,N,Y,
58272,Y,Y,7.0
58273,Y,Y,9.0
58274,N,Y,
58275,N,N,
58276,Y,Y,7.0
58277,N,Y,
58278,Y,Y,1.0
58279,Y,Y,12.0
58280,N,N,
58281,Y,N,1.0
58282,N,Y,
58283,N,N,
58284,Y,Y,1.0
58285,Y,Y,1.0
58286,N,Y,
58287,N,Y,
58288,Y,Y,10.0
58289,N,Y,
58290,N,Y,
58291,N,Y,
58292,N,N,
58293,N,Y,
58294,N,Y,
58295,N,Y,
58296,N,Y,
58297,Y,Y,7.0
58298,Y,N,9.0
58299,N,Y,
58300,N,Y,
58301,N,N,
58302,N,Y,
58303,N,Y,
58304,N,Y,
58305,Y,N,7.0
58306,N,Y,
58307,N,N,
58308,N,Y,
58309,N,Y,
58310,N,Y,
58311,Y,Y,12.0
58312,Y,N,9.0
58313,N,N,
58314,Y,Y,18.0
58315,Y,Y,4.0
58316,N,Y,
58317,N,Y,
58318,Y,Y,4.0
58319,N,N,
58320,N,Y,
58321,N,Y,
58322,N,Y,
58323,N,N,
58324,N,Y,
58325,Y,N,9.0
58326,N,N,
58327,Y,N,20.0
58328,N,N,
58329,N,N,
58330,N,Y,
58331,Y,Y,8.0
58332,Y,N,21.0
58333,N,N,
58334,Y,N,13.0
58335,Y,Y,5.0
58336,N,N,
58337,Y,N,4.0
58338,N,Y,
58339,N,Y,
58340,Y,Y,23.0
58341,N,Y,
58342,N,Y,
58343,Y,Y,8.0
58344,N,Y,
58345,N,N,
58346,Y,Y,3.0
58347,Y,N,17.0
58348,N,Y,
58349,N,Y,
58350,Y,Y,10.0
58351,Y,Y,3.0
58352,Y,Y,2.0
58353,N,N,
58354,N,Y,
58355,N,Y,
58356,N,N,
58357,Y,Y,18.0
58358,Y,N,2.0
58359,N,Y,
58360,N,Y,
58361,N,N,
58362,Y,Y,0.0
58363,N,Y,
58364,N,N,
58365,Y,Y,22.0
58366,N,Y,
58367,Y,Y,7.0
58368,N,Y,
58369,N,N,
58370,Y,N,1.0
58371,Y,Y,9.0
58372,Y,Y,4.0
58373,N,Y,
58374,Y,Y,6.0
58375,Y,Y,13.0
58376,Y,N,12.0
58377,Y,Y,3.0
58378,N,N,
58379,Y,N,9.0
58380,Y,Y,27.0
58381,N,Y,
58382,Y,N,13.0
58383,N,Y,
58384,N,Y,
58385,N,Y,
58386,N,Y,
58387,Y,Y,16.0
58388,Y,Y,14.0
58389,Y,N,14.0
58390,Y,Y,16.0
58391,Y,Y,12.0
58392,Y,Y,15.0
58393,N,Y,
58394,N,Y,
58395,Y,Y,6.0
58396,N,Y,
58397,N,N,
58398,Y,Y,14.0
58399,Y,Y,10.0
58400,N,Y,
58401,Y,N,7.0
58402,N,Y,
58403,Y,Y,23.0
58404,Y,Y,2.0
58405,N,Y,
58406,N,N,
58407,N,N,
58408,N,Y,
58409,N,Y,
58410,N,Y,
58411,N,Y,
58412,N,Y,
58413,N,Y,
58414,N,Y,
58415,Y,Y,1.0
58416,Y,Y,9.0
58417,N,N,
58418,Y,N,7.0
58419,N,Y,
58420,N,Y,
58421,Y,Y,6.0
58422,N,Y,
58423,N,Y,
58424,N,N,
58425,N,Y,
58426,N,Y,
58427,N,N,
58428,Y,Y,17.0
58429,N,N,
58430,N,N,
58431,Y,Y,17.0
58432,N,Y,
58433,N,Y,
58434,N,Y,
58435,N,N,
58436,N,Y,
58437,N,N,
58438,N,Y,
58439,N,Y,
58440,Y,Y,14.0
58441,Y,Y,12.0
58442,N,Y,
58443,N,Y,
58444,N,Y,
58445,N,Y,
58446,N,N,
58447,Y,Y,2.0
58448,N,Y,
58449,N,N,
58450,Y,N,0.0
58451,Y,Y,11.0
58452,Y,N,9.0
58453,Y,Y,13.0
58454,Y,N,13.0
58455,N,Y,
58456,N,Y,
58457,N,Y,
58458,N,Y,
58459,N,N,
58460,N,Y,
58461,N,N,
58462,Y,Y,24.0
58463,N,Y,
58464,N,Y,
58465,Y,Y,13.0
58466,N,N,
58467,N,N,
58468,N,N,
58469,N,Y,
58470,Y,N,5.0
58471,Y,Y,9.0
58472,N,Y,
58473,N,Y,
58474,N,Y,
58475,Y,N,3.0
58476,Y,N,3.0
58477,Y,Y,3.0
58478,N,N,
58479,N,Y,
58480,Y,Y,25.0
58481,Y,Y,1.0
58482,N,Y,
58483,Y,Y,3.0
58484,N,Y,
58485,N,Y,
58486,N,N,
58487,N,Y,
58488,N,Y,
58489,N,N,
58490,N,Y,
58491,N,Y,
58492,N,Y,
58493,N,Y,
58494,N,N,
58495,Y,Y,11.0
58496,Y,Y,16.0
58497,N,Y,
58498,N,N,
58499,N,N,
58500,Y,Y,4.0
58501,Y,Y,24.0
58502,N,Y,
58503,N,Y,
58504,Y,Y,4.0
58505,N,Y,
58506,Y,N,1.0
58507,N,Y,
58508,N,Y,
58509,N,N,
58510,N,N,
58511,N,Y,
58512,Y,Y,14.0
58513,N,Y,
58514,N,Y,
58515,Y,N,7.0
58516,N,N,
58517,Y,Y,11.0
58518,Y,Y,5.0
58519,N,Y,
58520,N,Y,
58521,N,N,
58522,N,Y,
58523,N,Y,
58524,N,N,
58525,N,Y,
58526,N,N,
58527,Y,Y,22.0
58528,N,N,
58529,Y,Y,14.0
58530,N,N,
58531,N,Y,
58532,Y,Y,7.0
58533,N,Y,
58534,N,Y,
58535,N,Y,
58536,Y,Y,24.0
58537,Y,Y,15.0
58538,N,Y,
58539,N,Y,
58540,N,Y,
58541,N,Y,
58542,N,Y,
58543,N,Y,
58544,Y,N,4.0
58545,N,Y,
58546,N,Y,
58547,N,Y,
58548,N,N,
58549,N,Y,
58550,N,Y,
58551,Y,Y,24.0
58552,N,N,
58553,N,N,
58554,Y,N,12.0
58555,Y,Y,8.0
58556,N,Y,
58557,N,Y,
58558,N,Y,
58559,N,Y,
58560,N,Y,
58561,N,Y,
58562,N,N,
58563,Y,N,16.0
58564,N,Y,
58565,N,Y,
58566,N,Y,
58567,N,N,
58568,N,Y,
58569,Y,Y,3.0
58570,N,N,
58571,N,Y,
58572,N,N,
58573,Y,Y,19.0
58574,N,Y,
58575,N,Y,
58576,N,Y,
58577,N,Y,
58578,N,Y,
58579,N,Y,
58580,N,N,
58581,N,Y,
58582,Y,Y,8.0
58583,N,N,
58584,N,Y,
58585,N,Y,
58586,Y,N,21.0
58587,N,Y,
58588,N,Y,
58589,N,N,
58590,N,Y,
58591,Y,Y,9.0
58592,N,Y,
58593,N,Y,
58594,N,Y,
58595,N,Y,
58596,Y,Y,1.0
58597,N,Y,
58598,N,Y,
58599,Y,Y,10.0
58600,N,Y,
58601,N,Y,
58602,N,Y,
58603,Y,Y,29.0
58604,N,Y,
58605,N,Y,
58606,Y,Y,7.0
58607,N,N,
58608,Y,Y,19.0
58609,N,Y,
58610,N,N,
58611,Y,Y,3.0
58612,Y,Y,2.0
58613,N,Y,
58614,Y,Y,11.0
58615,N,N,
58616,N,Y,
58617,Y,Y,17.0
58618,N,Y,
58619,N,Y,
58620,Y,Y,5.0
58621,N,Y,
58622,Y,N,5.0
58623,N,Y,
58624,N,Y,
58625,N,Y,
58626,N,Y,
58627,Y,Y,7.0
58628,N,Y,
58629,N,Y,
58630,Y,N,9.0
58631,N,Y,
58632,Y,N,12.0
58633,N,Y,
58634,N,N,
58635,N,Y,
58636,Y,N,18.0
58637,Y,N,21.0
58638,N,N,
58639,N,N,
58640,N,N,
58641,N,Y,
58642,N,Y,
58643,N,Y,
58644,N,N,
58645,N,N,
58646,N,N,
58647,N,Y,
58648,N,Y,
58649,Y,Y,65.0
58650,N,Y,
58651,N,Y,
58652,N,Y,
58653,N,Y,
58654,Y,N,2.0
58655,N,Y,
58656,Y,Y,27.0
58657,Y,Y,7.0
58658,Y,Y,15.0
58659,N,N,
58660,N,Y,
58661,Y,Y,18.0
58662,N,Y,
58663,N,N,
58664,N,N,
58665,N,Y,
58666,N,Y,
58667,N,N,
58668,N,Y,
58669,N,Y,
58670,N,Y,
58671,N,Y,
58672,N,N,
58673,N,Y,
58674,Y,N,64.0
58675,N,Y,
58676,Y,Y,6.0
58677,Y,Y,7.0
58678,N,N,
58679,N,Y,
58680,Y,Y,9.0
58681,Y,N,9.0
58682,N,Y,
58683,N,N,
58684,N,Y,
58685,Y,N,6.0
58686,N,Y,
58687,N,Y,
58688,N,Y,
58689,Y,Y,8.0
58690,N,Y,
58691,N,Y,
58692,N,Y,
58693,N,N,
58694,Y,Y,7.0
58695,N,Y,
58696,N,Y,
58697,N,Y,
58698,N,Y,
58699,Y,N,7.0
58700,N,Y,
58701,N,N,
58702,N,Y,
58703,N,N,
58704,N,Y,
58705,N,Y,
58706,N,N,
58707,N,N,
58708,Y,Y,26.0
58709,Y,Y,10.0
58710,N,N,
58711,N,Y,
58712,Y,Y,6.0
58713,Y,Y,4.0
58714,N,Y,
58715,Y,N,12.0
58716,N,Y,
58717,N,N,
58718,N,N,
58719,N,Y,
58720,N,Y,
58721,N,Y,
58722,N,Y,
58723,N,Y,
58724,Y,Y,3.0
58725,N,Y,
58726,N,Y,
58727,Y,N,20.0
58728,N,N,
58729,N,Y,
58730,N,Y,
58731,Y,Y,14.0
58732,N,Y,
58733,N,Y,
58734,Y,Y,12.0
58735,N,Y,
58736,Y,Y,12.0
58737,Y,N,2.0
58738,N,Y,
58739,N,N,
58740,Y,N,7.0
58741,N,Y,
58742,Y,Y,14.0
58743,N,Y,
58744,N,Y,
58745,N,N,
58746,N,N,
58747,N,N,
58748,N,Y,
58749,Y,Y,5.0
58750,N,Y,
58751,N,Y,
58752,N,N,
58753,N,N,
58754,N,Y,
58755,N,Y,
58756,Y,Y,0.0
58757,N,N,
58758,N,Y,
58759,N,N,
58760,Y,Y,1.0
58761,N,Y,
58762,N,Y,
58763,N,N,
58764,Y,N,23.0
58765,N,N,
58766,Y,Y,6.0
58767,Y,N,9.0
58768,N,Y,
58769,N,Y,
58770,Y,Y,6.0
58771,N,Y,
58772,N,N,
58773,Y,N,17.0
58774,N,N,
58775,Y,N,8.0
58776,N,Y,
58777,N,Y,
58778,N,Y,
58779,N,Y,
58780,N,Y,
58781,N,Y,
58782,Y,N,6.0
58783,N,Y,
58784,Y,Y,6.0
58785,Y,Y,18.0
58786,N,Y,
58787,Y,Y,14.0
58788,N,N,
58789,N,N,
58790,Y,N,8.0
58791,N,Y,
58792,Y,Y,64.0
58793,Y,Y,2.0
58794,Y,Y,18.0
58795,N,N,
58796,Y,Y,8.0
58797,Y,Y,1.0
58798,Y,Y,10.0
58799,Y,Y,28.0
58800,Y,Y,12.0
58801,Y,Y,21.0
58802,N,N,
58803,Y,Y,16.0
58804,N,N,
58805,N,N,
58806,Y,N,64.0
58807,N,Y,
58808,Y,Y,7.0
58809,N,N,
58810,Y,Y,25.0
58811,N,Y,
58812,Y,N,16.0
58813,N,Y,
58814,N,Y,
58815,N,Y,
58816,N,N,
58817,Y,Y,5.0
58818,N,N,
58819,Y,Y,7.0
58820,N,Y,
58821,N,Y,
58822,N,Y,
58823,Y,N,3.0
58824,Y,N,3.0
58825,Y,Y,2.0
58826,N,N,
58827,Y,Y,18.0
58828,N,N,
58829,N,N,
58830,N,N,
58831,N,Y,
58832,N,N,
58833,Y,Y,18.0
58834,N,Y,
58835,N,Y,
58836,Y,Y,13.0
58837,N,Y,
58838,N,N,
58839,N,Y,
58840,N,N,
58841,N,Y,
58842,N,Y,
58843,N,Y,
58844,N,Y,
58845,N,Y,
58846,N,Y,
58847,Y,Y,12.0
58848,N,Y,
58849,N,Y,
58850,Y,Y,8.0
58851,N,Y,
58852,Y,Y,6.0
58853,N,Y,
58854,Y,N,3.0
58855,Y,Y,3.0
58856,N,Y,
58857,Y,Y,16.0
58858,N,Y,
58859,Y,Y,6.0
58860,Y,Y,17.0
58861,N,Y,
58862,Y,Y,8.0
58863,N,N,
58864,Y,N,8.0
58865,N,Y,
58866,Y,Y,3.0
58867,Y,N,6.0
58868,Y,Y,2.0
58869,N,Y,
58870,N,Y,
58871,N,Y,
58872,N,N,
58873,N,Y,
58874,Y,Y,22.0
58875,N,N,
58876,N,N,
58877,N,Y,
58878,N,Y,
58879,Y,Y,4.0
58880,N,Y,
58881,N,Y,
58882,N,Y,
58883,N,Y,
58884,N,Y,
58885,N,Y,
58886,Y,Y,16.0
58887,Y,Y,64.0
58888,Y,Y,8.0
58889,N,Y,
58890,N,Y,
58891,N,Y,
58892,Y,N,27.0
58893,N,N,
58894,N,Y,
58895,N,Y,
58896,N,Y,
58897,Y,Y,3.0
58898,Y,Y,13.0
58899,N,N,
58900,N,Y,
58901,Y,Y,7.0
58902,N,Y,
58903,N,N,
58904,N,Y,
58905,Y,N,3.0
58906,N,Y,
58907,N,Y,
58908,N,Y,
58909,N,Y,
58910,N,Y,
58911,N,N,
58912,N,Y,
58913,N,Y,
58914,N,N,
58915,Y,N,4.0
58916,N,Y,
58917,N,N,
58918,Y,N,3.0
58919,N,N,
58920,Y,N,4.0
58921,N,N,
58922,N,Y,
58923,N,Y,
58924,Y,Y,13.0
58925,Y,N,4.0
58926,N,N,
58927,N,N,
58928,Y,N,14.0
58929,N,Y,
58930,N,Y,
58931,N,Y,
58932,N,Y,
58933,N,N,
58934,Y,N,22.0
58935,N,Y,
58936,N,Y,
58937,N,N,
58938,Y,Y,5.0
58939,N,Y,
58940,N,Y,
58941,N,Y,
58942,N,Y,
58943,N,Y,
58944,N,Y,
58945,N,Y,
58946,N,Y,
58947,N,Y,
58948,N,Y,
58949,N,Y,
58950,N,Y,
58951,N,Y,
58952,Y,Y,1.0
58953,Y,Y,9.0
58954,N,N,
58955,Y,Y,0.0
58956,Y,Y,17.0
58957,Y,N,1.0
58958,N,N,
58959,Y,Y,16.0
58960,N,Y,
58961,N,N,
58962,Y,Y,15.0
58963,Y,Y,18.0
58964,N,Y,
58965,Y,Y,11.0
58966,N,Y,
58967,N,Y,
58968,N,Y,
58969,N,N,
58970,N,Y,
58971,Y,Y,15.0
58972,N,N,
58973,N,N,
58974,N,N,
58975,Y,N,14.0
58976,Y,Y,65.0
58977,N,N,
58978,N,N,
58979,N,Y,
58980,N,N,
58981,N,N,
58982,N,N,
58983,N,Y,
58984,N,Y,
58985,N,Y,
58986,N,Y,
58987,N,Y,
58988,N,Y,
58989,N,Y,
58990,Y,N,7.0
58991,N,Y,
58992,N,N,
58993,N,N,
58994,N,N,
58995,N,Y,
58996,N,Y,
58997,N,N,
58998,Y,Y,18.0
58999,Y,Y,2.0
59000,N,Y,
59001,N,Y,
59002,N,Y,
59003,N,Y,
59004,N,Y,
59005,N,Y,
59006,N,Y,
59007,N,N,
59008,Y,Y,7.0
59009,N,N,
59010,Y,Y,6.0
59011,N,Y,
59012,Y,N,4.0
59013,N,Y,
59014,N,Y,
59015,Y,Y,4.0
59016,N,Y,
59017,N,Y,
59018,N,Y,
59019,Y,Y,9.0
59020,N,Y,
59021,N,Y,
59022,N,Y,
59023,Y,Y,10.0
59024,Y,Y,1.0
59025,N,Y,
59026,N,Y,
59027,Y,Y,64.0
59028,N,Y,
59029,N,Y,
59030,N,Y,
59031,N,Y,
59032,N,Y,
59033,N,Y,
59034,Y,Y,13.0
59035,Y,Y,3.0
59036,N,N,
59037,N,Y,
59038,N,Y,
59039,N,Y,
59040,N,Y,
59041,N,Y,
59042,N,N,
59043,Y,N,38.0
59044,N,N,
59045,N,Y,
59046,N,Y,
59047,N,Y,
59048,Y,Y,10.0
59049,N,N,
59050,N,N,
59051,Y,N,6.0
59052,N,N,
59053,Y,N,1.0
59054,N,N,
59055,N,Y,
59056,N,N,
59057,Y,N,6.0
59058,N,Y,
59059,N,Y,
59060,Y,Y,6.0
59061,Y,N,2.0
59062,N,Y,
59063,N,Y,
59064,N,N,
59065,N,Y,
59066,N,N,
59067,Y,N,11.0
59068,Y,Y,9.0
59069,N,Y,
59070,N,Y,
59071,Y,Y,7.0
59072,Y,Y,34.0
59073,Y,Y,2.0
59074,N,Y,
59075,N,N,
59076,N,Y,
59077,N,Y,
59078,Y,Y,1.0
59079,N,N,
59080,Y,Y,15.0
59081,Y,Y,0.0
59082,N,Y,
59083,N,Y,
59084,N,Y,
59085,Y,Y,6.0
59086,N,Y,
59087,N,N,
59088,Y,Y,11.0
59089,Y,N,1.0
59090,N,Y,
59091,Y,Y,21.0
59092,N,Y,
59093,N,N,
59094,N,Y,
59095,N,N,
59096,N,Y,
59097,Y,Y,17.0
59098,N,Y,
59099,Y,Y,24.0
59100,N,Y,
59101,N,Y,
59102,Y,Y,8.0
59103,N,N,
59104,N,Y,
59105,N,N,
59106,N,N,
59107,N,Y,
59108,N,N,
59109,Y,Y,64.0
59110,N,Y,
59111,N,Y,
59112,N,Y,
59113,Y,Y,0.0
59114,Y,Y,17.0
59115,N,Y,
59116,N,N,
59117,Y,Y,6.0
59118,N,Y,
59119,N,Y,
59120,Y,Y,3.0
59121,N,N,
59122,N,Y,
59123,N,N,
59124,Y,Y,9.0
59125,N,N,
59126,N,Y,
59127,Y,Y,20.0
59128,Y,Y,4.0
59129,Y,N,3.0
59130,N,Y,
59131,Y,Y,1.0
59132,Y,Y,7.0
59133,Y,N,16.0
59134,N,Y,
59135,Y,Y,8.0
59136,Y,N,14.0
59137,N,Y,
59138,Y,Y,12.0
59139,N,N,
59140,N,Y,
59141,Y,Y,3.0
59142,Y,Y,25.0
59143,N,N,
59144,Y,Y,19.0
59145,Y,Y,13.0
59146,N,Y,
59147,N,Y,
59148,Y,N,6.0
59149,Y,N,5.0
59150,N,Y,
59151,N,Y,
59152,N,N,
59153,N,Y,
59154,N,Y,
59155,N,N,
59156,N,N,
59157,N,Y,
59158,N,Y,
59159,N,N,
59160,Y,Y,16.0
59161,N,Y,
59162,N,Y,
59163,N,Y,
59164,N,Y,
59165,N,N,
59166,Y,Y,0.0
59167,N,Y,
59168,N,Y,
59169,N,Y,
59170,Y,Y,15.0
59171,Y,Y,6.0
59172,N,Y,
59173,N,Y,
59174,Y,Y,8.0
59175,N,Y,
59176,N,Y,
59177,N,Y,
59178,N,N,
59179,Y,Y,2.0
59180,Y,Y,7.0
59181,Y,Y,4.0
59182,N,Y,
59183,Y,Y,20.0
59184,N,Y,
59185,Y,N,6.0
59186,Y,Y,8.0
59187,Y,Y,3.0
59188,N,Y,
59189,N,Y,
59190,N,Y,
59191,Y,N,6.0
59192,N,Y,
59193,N,Y,
59194,N,N,
59195,N,N,
59196,N,Y,
59197,N,Y,
59198,Y,Y,4.0
59199,N,Y,
59200,Y,Y,1.0
59201,N,Y,
59202,N,Y,
59203,Y,Y,25.0
59204,N,Y,
59205,N,Y,
59206,Y,Y,9.0
59207,N,Y,
59208,N,N,
59209,N,Y,
59210,Y,N,7.0
59211,N,Y,
59212,Y,Y,16.0
59213,N,Y,
59214,N,N,
59215,N,Y,
59216,Y,Y,15.0
59217,N,Y,
59218,N,N,
59219,Y,N,14.0
59220,N,N,
59221,Y,Y,23.0
59222,N,N,
59223,N,N,
59224,Y,Y,33.0
59225,N,Y,
59226,Y,N,23.0
59227,Y,Y,10.0
59228,N,Y,
59229,N,Y,
59230,N,N,
59231,N,N,
59232,Y,N,1.0
59233,N,N,
59234,N,Y,
59235,Y,N,4.0
59236,N,Y,
59237,Y,N,6.0
59238,N,Y,
59239,N,Y,
59240,N,N,
59241,Y,Y,11.0
59242,N,N,
59243,Y,N,2.0
59244,N,Y,
59245,N,Y,
59246,N,Y,
59247,N,Y,
59248,Y,Y,14.0
59249,N,Y,
59250,N,Y,
59251,Y,N,23.0
59252,Y,Y,3.0
59253,N,N,
59254,Y,Y,45.0
59255,N,N,
59256,Y,Y,6.0
59257,N,Y,
59258,Y,N,8.0
59259,Y,Y,8.0
59260,Y,Y,0.0
59261,Y,Y,5.0
59262,N,Y,
59263,N,Y,
59264,N,Y,
59265,N,N,
59266,Y,Y,6.0
59267,Y,N,12.0
59268,Y,Y,11.0
59269,Y,N,1.0
59270,N,Y,
59271,Y,Y,34.0
59272,Y,Y,0.0
59273,N,Y,
59274,N,N,
59275,Y,Y,64.0
59276,Y,N,15.0
59277,N,N,
59278,N,Y,
59279,N,Y,
59280,N,Y,
59281,N,N,
59282,N,Y,
59283,N,Y,
59284,Y,Y,18.0
59285,N,Y,
59286,N,Y,
59287,N,Y,
59288,N,Y,
59289,Y,Y,7.0
59290,N,Y,
59291,N,Y,
59292,Y,N,65.0
59293,Y,N,7.0
59294,N,Y,
59295,Y,Y,5.0
59296,N,Y,
59297,N,Y,
59298,N,Y,
59299,N,Y,
59300,N,N,
59301,N,Y,
59302,N,Y,
59303,Y,N,17.0
59304,Y,Y,10.0
59305,Y,N,16.0
59306,N,Y,
59307,N,Y,
59308,N,N,
59309,Y,Y,6.0
59310,N,Y,
59311,Y,Y,2.0
59312,N,Y,
59313,N,Y,
59314,N,Y,
59315,N,Y,
59316,N,Y,
59317,N,N,
59318,N,Y,
59319,N,Y,
59320,Y,Y,8.0
59321,N,Y,
59322,N,Y,
59323,N,Y,
59324,N,N,
59325,N,Y,
59326,Y,Y,4.0
59327,N,N,
59328,N,Y,
59329,N,N,
59330,Y,Y,13.0
59331,Y,Y,15.0
59332,N,Y,
59333,N,Y,
59334,Y,N,10.0
59335,Y,Y,9.0
59336,N,Y,
59337,N,N,
59338,N,N,
59339,N,Y,
59340,N,Y,
59341,N,Y,
59342,Y,Y,24.0
59343,Y,Y,23.0
59344,N,N,
59345,N,Y,
59346,N,N,
59347,N,N,
59348,N,Y,
59349,N,Y,
59350,Y,Y,4.0
59351,N,N,
59352,N,Y,
59353,N,Y,
59354,N,Y,
59355,N,N,
59356,Y,Y,7.0
59357,Y,Y,4.0
59358,N,Y,
59359,Y,Y,10.0
59360,Y,Y,19.0
59361,N,Y,
59362,N,N,
59363,N,Y,
59364,N,Y,
59365,N,Y,
59366,N,Y,
59367,Y,Y,7.0
59368,N,N,
59369,Y,N,34.0
59370,Y,N,3.0
59371,N,Y,
59372,Y,Y,15.0
59373,N,Y,
59374,Y,Y,11.0
59375,N,N,
59376,Y,Y,4.0
59377,N,Y,
59378,N,Y,
59379,Y,N,3.0
59380,Y,Y,17.0
59381,Y,Y,16.0
59382,Y,Y,8.0
59383,N,N,
59384,N,Y,
59385,N,Y,
59386,Y,Y,3.0
59387,N,N,
59388,N,Y,
59389,N,Y,
59390,N,N,
59391,N,Y,
59392,Y,Y,3.0
59393,Y,N,15.0
59394,N,N,
59395,Y,Y,9.0
59396,Y,Y,2.0
59397,N,Y,
59398,N,Y,
59399,Y,Y,7.0
59400,N,Y,
59401,N,Y,
59402,N,N,
59403,Y,Y,3.0
59404,N,N,
59405,N,N,
59406,Y,Y,14.0
59407,N,N,
59408,N,Y,
59409,N,Y,
59410,N,Y,
59411,N,N,
59412,Y,Y,7.0
59413,N,N,
59414,N,Y,
59415,N,Y,
59416,N,Y,
59417,N,Y,
59418,N,Y,
59419,N,N,
59420,N,Y,
59421,N,Y,
59422,N,Y,
59423,N,Y,
59424,N,Y,
59425,N,Y,
59426,N,Y,
59427,N,N,
59428,N,N,
59429,Y,Y,9.0
59430,Y,N,7.0
59431,N,N,
59432,Y,N,8.0
59433,N,N,
59434,Y,Y,15.0
59435,N,N,
59436,N,N,
59437,Y,Y,9.0
59438,Y,Y,3.0
59439,N,Y,
59440,N,Y,
59441,N,Y,
59442,N,Y,
59443,N,Y,
59444,N,Y,
59445,N,N,
59446,Y,Y,20.0
59447,N,Y,
59448,Y,N,14.0
59449,N,Y,
59450,N,N,
59451,N,N,
59452,N,Y,
59453,N,Y,
59454,N,Y,
59455,N,N,
59456,Y,Y,1.0
59457,N,N,
59458,Y,N,17.0
59459,N,Y,
59460,Y,N,23.0
59461,N,Y,
59462,N,Y,
59463,N,N,
59464,N,N,
59465,N,N,
59466,N,N,
59467,N,Y,
59468,N,N,
59469,N,Y,
59470,Y,Y,8.0
59471,N,Y,
59472,N,N,
59473,Y,N,16.0
59474,Y,Y,8.0
59475,N,Y,
59476,N,Y,
59477,N,Y,
59478,N,Y,
59479,Y,N,21.0
59480,N,Y,
59481,N,Y,
59482,N,Y,
59483,Y,N,64.0
59484,N,N,
59485,N,N,
59486,N,N,
59487,Y,Y,10.0
59488,N,N,
59489,N,N,
59490,Y,Y,11.0
59491,N,Y,
59492,Y,N,4.0
59493,N,N,
